,HI30_GerEme,HI30_EmeEnJ,HI30_EnJFlo,HI30_FloFla,HI30_FlaFlw,HI30_FlwStG,HI30_StGEnG,HI30_EnGMat,HI30_MatHar,CumHI30_GerEme,CumHI30_EmeEnJ,CumHI30_EnJFlo,CumHI30_FloFla,CumHI30_FlaFlw,CumHI30_FlwStG,CumHI30_StGEnG,CumHI30_EnGMat,CumHI30_MatHar,TT_GerEme,TT_EmeEnJ,TT_EnJFlo,TT_FloFla,TT_FlaFlw,TT_FlwStG,TT_StGEnG,TT_EnGMat,TT_MatHar,biomass_GerEme,biomass_EmeEnJ,biomass_EnJFlo,biomass_FloFla,biomass_FlaFlw,biomass_FlwStG,biomass_StGEnG,biomass_EnGMat,biomass_MatHar,yield_FlaFlw,yield_FlwStG,yield_StGEnG,yield_EnGMat,yield_MatHar,Eo_GerEme,Eo_EmeEnJ,Eo_EnJFlo,Eo_FloFla,Eo_FlaFlw,Eo_FlwStG,Eo_StGEnG,Eo_EnGMat,Eo_MatHar,Eos_GerEme,Eos_EmeEnJ,Eos_EnJFlo,Eos_FloFla,Eos_FlaFlw,Eos_FlwStG,Eos_StGEnG,Eos_EnGMat,Eos_MatHar,Es_GerEme,Es_EmeEnJ,Es_EnJFlo,Es_FloFla,Es_FlaFlw,Es_FlwStG,Es_StGEnG,Es_EnGMat,Es_MatHar,ESW_GerEme,ESW_EmeEnJ,ESW_EnJFlo,ESW_FloFla,ESW_FlaFlw,ESW_FlwStG,ESW_StGEnG,ESW_EnGMat,ESW_MatHar,Flow_GerEme,Flow_EmeEnJ,Flow_EnJFlo,Flow_FloFla,Flow_FlaFlw,Flow_FlwStG,Flow_StGEnG,Flow_EnGMat,Flow_MatHar,FlowNO3_GerEme,FlowNO3_EmeEnJ,FlowNO3_EnJFlo,FlowNO3_FloFla,FlowNO3_FlaFlw,FlowNO3_FlwStG,FlowNO3_StGEnG,FlowNO3_EnGMat,FlowNO3_MatHar,Flux_GerEme,Flux_EmeEnJ,Flux_EnJFlo,Flux_FloFla,Flux_FlaFlw,Flux_FlwStG,Flux_StGEnG,Flux_EnGMat,Flux_MatHar,Infiltration_GerEme,Infiltration_EmeEnJ,Infiltration_EnJFlo,Infiltration_FloFla,Infiltration_FlaFlw,Infiltration_FlwStG,Infiltration_StGEnG,Infiltration_EnGMat,Infiltration_MatHar,PotInf_GerEme,PotInf_EmeEnJ,PotInf_EnJFlo,PotInf_FloFla,PotInf_FlaFlw,PotInf_FlwStG,PotInf_StGEnG,PotInf_EnGMat,PotInf_MatHar,PotRunoff_GerEme,PotRunoff_EmeEnJ,PotRunoff_EnJFlo,PotRunoff_FloFla,PotRunoff_FlaFlw,PotRunoff_FlwStG,PotRunoff_StGEnG,PotRunoff_EnGMat,PotRunoff_MatHar,Runoff_GerEme,Runoff_EmeEnJ,Runoff_EnJFlo,Runoff_FloFla,Runoff_FlaFlw,Runoff_FlwStG,Runoff_StGEnG,Runoff_EnGMat,Runoff_MatHar,SW_GerEme,SW_EmeEnJ,SW_EnJFlo,SW_FloFla,SW_FlaFlw,SW_FlwStG,SW_StGEnG,SW_EnGMat,SW_MatHar,T_GerEme,T_EmeEnJ,T_EnJFlo,T_FloFla,T_FlaFlw,T_FlwStG,T_StGEnG,T_EnGMat,T_MatHar,WaterTable_GerEme,WaterTable_EmeEnJ,WaterTable_EnJFlo,WaterTable_FloFla,WaterTable_FlaFlw,WaterTable_FlwStG,WaterTable_StGEnG,WaterTable_EnGMat,CoverGreen_GerEme,CoverGreen_EmeEnJ,CoverGreen_EnJFlo,CoverGreen_FloFla,CoverGreen_FlaFlw,CoverGreen_FlwStG,CoverGreen_StGEnG,CoverGreen_EnGMat,CoverGreen_MatHar,CoverTotal_GerEme,CoverTotal_EmeEnJ,CoverTotal_EnJFlo,CoverTotal_FloFla,CoverTotal_FlaFlw,CoverTotal_FlwStG,CoverTotal_StGEnG,CoverTotal_EnGMat,CoverTotal_MatHar,LAI_GerEme,LAI_EmeEnJ,LAI_EnJFlo,LAI_FloFla,LAI_FlaFlw,LAI_FlwStG,LAI_StGEnG,LAI_EnGMat,LAI_MatHar,CumTT_GerEme,CumTT_EmeEnJ,CumTT_EnJFlo,CumTT_FloFla,CumTT_FlaFlw,CumTT_FlwStG,CumTT_StGEnG,CumTT_EnGMat,CumTT_MatHar
2016-NYH2,1,6,0,20,3,8,29,1,2,1,7,7,27,30,38,67,68,70,6.384233808,12.33118631,10.63961035,13.45193521,14.83843928,17.39423145,16.05915656,18.0050001,16.0866137,0.005236339,1.003419838,4.392902,201.2814374,675.2863,848.6610125,1201.52675,1333.903,1333.903,0.016348746,0.42576716,4.982426682,7.05449003,7.05449003,3.851932392,5.267570788,5.49307475,5.531145807,5.51006556,5.63406365,4.895807075,5.0940948,5.3009465,3.53135025,4.8089536,4.9029058,2.91773471,1.53544836,1.701297025,2.487304316,3.6602029,3.8384567,1.573424258,1.532091558,3.384284636,1.249470015,1.039030956,1.086842397,2.169421178,1.535450979,1.380594983,204.3556067,202.52037,209.4934933,168.1080222,110.0236769,102.9169931,90.29381102,83.74200171,82.97514335,-0.031420166,-0.059655499,-0.118483068,-0.042050264,-0.011843933,-0.021495122,-0.052207612,-0.034275047,-0.031443987,0.006354791,0.166182102,0.23421958,-0.001694746,0.003266871,0.035293008,0.148243971,0.027325387,0.025573921,0.118093701,0.045768497,0.0643253,0,0,0,0.154048119,0,0,1.179166667,2.11125,1.515,0.923414634,1.664,2.4825,3.2003125,0.26,0.175,1.179166667,2.11125,1.515,0.923414634,1.664,2.4825,3.2003125,0.26,0.175,1.179166667,2.11125,1.515,0.923414634,1.664,2.4825,3.2003125,0.26,0.175,0,0,0,0,0,0,0,0,0,2.208783659,2.199607476,2.234473099,2.027545735,1.737124005,1.701590586,1.638474676,1.605715636,1.601881361,6.160183917,8.219992019,1.50045,9.893897488,9.19712,5.645196041,0.53012374,4.358224,4.858224,0,0,0,0,0,0,0,0,5.76E-05,0.009527652,0.03488734,0.435603972,0.71064076,0.649530225,0.323485847,0.06099615,0.057987045,5.76E-05,0.009527652,0.03488734,0.436397503,0.71803768,0.6640928,0.393296703,0.1775067,0.1750692,0.000143999,0.024069547,0.088783345,1.925292135,3.7208608,3.162536875,1.160389413,0.1573392,0.14935335,48.48968075,176.2983669,278.127976,529.6403058,854.1913574,947.0196928,1257.32919,1503.807921,1510.892035
2016-NYH2L,1,6,0,19,3,6,28,2,1,1,7,7,26,29,35,63,65,66,6.384233808,12.33118631,11.8872866,13.37274682,14.73192846,16.54905421,16.00295377,16.9225006,16.9450006,0.004191223,0.842358421,3.435296,182.682549,630.42638,803.2274125,1161.886161,1302.873,1302.873,0.011885366,0.378539605,4.9421422,7.10566934,7.10566934,3.851932392,5.268103225,6.6573706,5.574557375,4.8813528,5.771698013,4.940690281,4.69382835,5.9308648,3.53135025,4.816836738,6.0140213,3.064279703,1.31310174,1.761222613,2.420608348,3.33581915,4.2440639,1.573424258,1.532328769,3.422321371,1.301248104,1.216710321,0.927578416,2.278103552,2.16966718,1.911760002,204.3556067,202.535622,210.0318121,171.7537919,113.3598539,104.8195623,91.51649929,89.39737109,88.16286146,-0.031420166,-0.059662534,-0.122908608,-0.045781344,-0.011448345,-0.017745952,-0.048220714,-0.05537268,-0.049353249,0.006350457,0.168453629,0.475458029,0.010248837,0.002196742,0.022479705,0.135387055,0.042608027,0.039073227,0.118093701,0.046414434,0.1321013,0.003302533,0,0,0.131994968,0,0,1.179166667,2.11125,0.48,0.9185,2,2.4775,3.298387097,0.995,0.09,1.179166667,2.11125,0.48,0.9185,2,2.4775,3.298387097,0.995,0.09,1.179166667,2.11125,0.48,0.9185,2,2.4775,3.298387097,0.995,0.09,0,0,0,0,0,0,0,0,0,2.208783659,2.199683732,2.237164712,2.045774587,1.753804891,1.711103434,1.644588123,1.63399249,1.627819937,6.160183917,8.220209025,1.30851,9.47525725,11.1263836,7.499957908,0.288239093,1.916394,2.416394,0,0,0,0,0,0,0,0,4.61E-05,0.00817635,0.0291639,0.411417744,0.72409644,0.64392225,0.339387001,0.074436615,0.06764416,4.61E-05,0.00817635,0.0291639,0.411969991,0.7299048,0.656893175,0.40211979,0.18287715,0.1773302,0.000115259,0.020630644,0.07399405,1.771220781,3.6370722,3.120897,1.218518574,0.19344895,0.1751018,48.48968075,176.2983669,273.432009,508.8469151,825.1786252,912.6128771,1217.367148,1461.192854,1469.665354
2016-TXH1,0,2,0,10,5,4,26,1,2,0,2,2,12,17,21,47,48,50,11.15845149,10.12930867,13.7250004,12.84235881,16.66399992,14.55746681,17.78431021,18.8999996,19.1149993,0.006218944,0.697808139,2.320433,131.6395814,530.6185,657.7406222,1055.248021,1392.414,1392.414,0.012144624,0.296604694,4.330141107,8.07468051,8.07468051,2.569879571,4.15263001,1.501056,4.490987355,4.74897666,3.518681633,5.261715217,6.286935,6.44453375,2.3772015,3.879023195,1.3786996,2.597285845,1.42970654,1.157059622,1.954913521,2.6397827,2.7272337,1.347830162,1.965903906,1.378699648,1.672889227,1.429706548,1.042887338,1.603990845,2.130481801,2.10890191,219.5019435,249.2594767,241.7404523,254.9580288,221.8346282,249.5014782,278.8673698,221.7699945,218.9554585,-0.048165723,0.007283669,0.03011232,0.014735838,0.006793541,-0.031616061,0.009144943,0.023849566,0.020899712,8.112726199,2.474774239,0.244109959,3.573627993,0.273883417,2.143465574,2.125317898,0.151357021,0.134018453,11.54150234,17.05625168,10.6578395,15.31733135,5.093571476,12.16902605,25.3774766,6.702013054,5.997277527,10.45447,1.4525,0.83,4.326201048,7.557047,9.691409222,4.790274552,2.81,2.24,15.79142857,1.4525,0.83,5.522380952,7.582,11.76888889,9.084137931,2.81,2.24,15.79142857,1.4525,0.83,5.522380952,7.582,11.76888889,9.084137931,2.81,2.24,5.336957143,0,0,1.196179917,0.0249531,2.077479874,4.293863079,0,0,4.908620111,5.057407793,5.01981266,5.085900545,4.920283543,5.058617795,5.205447259,4.919960362,4.905887689,5.231190571,4.526206365,7.919305,4.985377409,1.8963476,0.003871247,1.513010321,5.403275,5.600771,8.609566429,180.5122122,1743.744547,1641.396916,1767.498636,1793.585657,1327.751077,1751.647898,6.84E-05,0.005828501,0.0197318,0.352154576,0.69103812,0.673159789,0.583020731,0.4766509,0.46948815,6.84E-05,0.00584345,0.01976142,0.352326156,0.69232292,0.675894633,0.594219397,0.4990234,0.49268755,0.000171021,0.014658145,0.04982269,1.320245739,2.9365246,2.796490667,2.207409655,1.618766,1.58501,51.52748,184.8168089,277.721723,526.3750315,836.681792,926.3922346,1226.694716,1483.292989,1492.957989
2016-TXH2,2,16,1,37,4,7,34,2,1,2,18,19,56,60,67,101,103,104,13.3247197,15.40042687,17.4449997,18.7613749,21.18710028,21.0921774,20.04422381,18.415,19.1099997,0.000304792,0.080491249,0.4589652,208.9251149,780.493725,949.2377857,1309.629324,1392.985,1392.985,0.02980158,0.512820311,5.837742431,7.99338691,7.99338691,5.189216317,4.603760827,6.3562302,6.24275166,6.655357275,6.886788129,6.869809015,4.3532421,5.4952762,4.945464917,4.438737862,6.1848007,3.422716768,1.7169301,1.996429743,3.923394918,3.347493,4.2260695,3.439691077,2.147566141,2.887593311,1.819492343,0.989290012,0.72987136,1.483517392,3.347492979,4.226069463,253.6090047,274.7088246,322.1587091,255.6726349,154.5814928,140.3052858,118.3331902,192.2734957,191.9528507,-0.080709467,0.007094726,0,0.019964629,0.225991234,0.237084602,0.14144479,0.063920486,0.051746538,3.892367163,6.058228715,8.63009738,3.014043379,-0.006479406,-0.006588616,0.197748895,1.26464416,1.159386048,24.68949332,24.39641064,39.210288,22.15022804,0,0,2.199803668,14.9984776,13.737937,5.044045667,6.025704308,0.26,2.460983925,0.175,0.057142857,4.437552941,6.719657,3.62,5.07,11.25038462,0.26,2.621,0.175,0.057142857,4.788235294,6.77,3.62,5.07,11.25038462,0.26,2.621,0.175,0.057142857,4.788235294,6.77,3.62,0.025954197,5.224680438,0,0.160016112,0,0,0.350682353,0.050343,0,5.079155433,5.184654525,5.421903974,5.08947358,4.584017869,4.512636829,4.402776356,4.772477882,4.770874644,0.838878808,2.681074665,1.474282,4.875531164,10.0319695,14.53197,10.48401197,0,0,0,1011.024505,1742.658008,1642.148419,0,0,0.736368471,12.518264,3.35E-06,0.000731391,0.003921874,0.443945995,0.7723308,0.690119329,0.215468407,0,0,3.35E-06,0.000731527,0.003923059,0.444370753,0.7782598,0.706187729,0.321692291,0.1512346,0.1512346,8.38E-06,0.001830379,0.009823962,2.20184307,4.5908535,3.753146714,0.847790228,0,0,64.93574867,279.8909902,482.846929,832.9805517,1247.754876,1343.065743,1742.930814,2076.841632,2086.396631
2016-WIH1,1,0,0,13,2,7,17,0,0,1,1,1,14,16,23,40,40,40,6.217030458,11.92318841,11.6326781,12.91409474,12.98101252,16.80197873,14.2387624,13.7776657,13.78602575,0.002534166,0.416617855,1.9823295,170.6916613,599.28386,761.7716375,1244.622809,1575.864,1575.864,0.012215412,0.355204465,5.508826805,9.53512952,9.53512952,4.05313365,5.501144373,5.5007494,5.61033514,5.25851672,5.0365263,4.613341738,2.7798085,3.84670095,3.7452035,5.114439893,5.1063751,3.26498831,1.59485836,1.56151385,1.642533182,1.21277665,1.66701385,1.749975835,2.388530757,2.817899227,2.106377701,1.464857485,1.47239557,1.616748024,1.212776649,1.667013868,220.7284212,221.5226209,227.6980587,233.7061441,193.6051501,202.3231929,200.2724566,221.3526069,219.4829541,-0.219538788,-0.161624907,-0.172150665,-0.142426146,-0.096370771,-0.335739492,-0.306421015,-0.379177727,-0.380519294,3.222498323,1.425792716,0.497578097,2.098822849,0.0116385,1.695149408,0.68237651,1.098471349,0.992315135,2.502292454,1.143672286,1.156675165,2.572841834,0,4.81728975,3.496555284,9.258826,7.822299,2.63725125,3.209936133,2.395,3.39840745,2.928,7.65144525,4.637504794,2.91,1.785,2.645833333,3.21,2.395,3.61275,2.928,8.7675,4.905,2.91,1.785,2.645833333,3.21,2.395,3.61275,2.928,8.7675,4.905,2.91,1.785,0.008582025,6.38E-05,0,0.214342526,0,1.116054625,0.267495224,0,0,2.377893426,2.381864428,2.412741606,2.442782041,2.242277087,2.285867287,2.275613609,2.381014348,2.371666097,2.5128474,4.016156595,2.4354035,2.229851778,1.980426031,0.262923302,0.183765713,0,0,0,0,0,0,0,0,0,0,2.79E-05,0.00387292,0.01639312,0.374046564,0.70093918,0.6850457,0.588722165,0.4907007,0.4838829,2.79E-05,0.00387292,0.01639312,0.374144956,0.70181842,0.687196813,0.599838738,0.51207445,0.50603565,6.97E-05,0.00972446,0.04132727,1.409911023,3.0178422,2.88930825,2.241554294,1.6868535,1.653609,45.15158583,166.3572949,256.153269,505.9352983,791.0961542,877.9399931,1178.300852,1414.128941,1427.914967
2016-WIH2,0,2,0,13,4,6,13,0,0,0,2,2,15,19,25,38,38,38,12.53562005,11.08478153,11.4217126,13.21919476,18.57124998,14.86731029,14.07926967,10.65902315,11.2917711,0.005317197,0.409325497,1.620193,162.0887285,554.482,709.9365889,1222.524503,1536.463,1536.463,0.017160983,0.338586356,5.504568515,9.30364175,9.30364175,5.294874467,5.39527602,4.7422449,5.605195905,4.0327476,4.958491378,4.514487712,4.68570125,4.37118515,4.899580333,5.069920193,4.44892,3.320326077,1.204811425,1.502151967,1.544848248,1.87727995,1.7660939,3.027235167,3.308505162,3.842807996,2.007699933,1.059153149,1.42516916,1.512511293,1.877279952,1.766093905,236.1232981,250.5735239,259.5069802,260.0249306,239.0271066,228.3859889,198.1930467,188.9590899,184.4908285,-0.263939713,-0.28637304,-0.251472798,-0.124771995,-0.484730065,-0.302384027,-0.306138568,-0.16381186,-0.138711582,4.249842312,4.368170949,3.373657643,1.864890015,1.627970897,0.665329172,0.334967223,0.023876961,0.01971258,3.204028723,5.65144996,6.1465165,3.771296538,3.666849475,1.337455642,1.770538427,0,0,6.105771333,4.639313467,4.01,3.417268026,10.672906,1.71,3.830684273,0,0.065,6.106666667,4.671333333,4.01,3.560769231,11.095,1.71,3.953333333,0,0.065,6.106666667,4.671333333,4.01,3.560769231,11.095,1.71,3.953333333,0,0.065,0.000895351,0.032019847,0,0.14350118,0.422093753,0,0.122649045,0,0,2.521322849,2.593573972,2.638241246,2.640831003,2.535841877,2.482636296,2.331671595,2.285501794,2.263160476,1.267369887,1.167988087,1.354181,2.277946575,0.003073518,0.402061907,0.094525938,1.501628,1.6122885,0,0,0,0,0,0,0,0,5.85E-05,0.004052818,0.01578685,0.381034706,0.7204323,0.704826856,0.612503152,0.50965165,0.5036548,5.85E-05,0.004052818,0.01578685,0.381114749,0.7212124,0.706855111,0.623173312,0.53119695,0.5258961,0.000146223,0.010180793,0.03978198,1.468863508,3.186368,3.051545333,2.393361576,1.7816415,1.7512575,55.8529105,163.1605432,241.574669,485.816286,773.4828023,859.6032668,1153.113671,1371.336372,1382.628143
2017-COH1,0,8,1,31,1,3,16,0,1,0,8,9,40,41,44,60,60,61,11.81222823,13.5879496,13.9351783,15.69447723,11.63116187,12.91638561,11.50662521,7.9216264,4.495724175,0.011788821,3.405778272,12.15918,289.2906858,770.9272667,959.23741,1273.0197,1310.936,1310.936,0.0061169,0.282983457,5.052032772,6.77404511,6.77404511,6.033933443,6.709698995,7.8752741,6.068440948,3.902518333,4.92909205,4.252779988,3.4861193,2.842732775,5.579258186,6.016729515,6.6092567,2.782300845,1.077747633,1.44998742,2.38615201,2.61045565,2.12938985,1.528459788,0.830726754,0.481465714,1.116425762,1.077747628,1.377681636,1.193603449,2.530000078,2.089162069,159.0568114,151.3552041,143.9467148,110.6077965,90.28114812,89.09542344,45.54914712,57.65201104,61.12436169,-0.031250224,-0.034056969,-0.034769833,-0.012438637,-0.01839295,-0.022465847,0.013195894,-0.006316752,-0.015906735,0.002933455,0.001823731,0.001637383,0.000491555,0.340675493,0.946677984,0.049698529,0.005978971,0.191897671,0.028296026,0,0,0,0.133509483,0.44822176,0.038556534,0,0.128705425,1.005714286,0.3195,0,1.28675,4.728333333,1.997,1.3598,0.205,3.1775,1.005714286,0.3195,0,1.28675,4.728333333,1.997,1.3598,0.205,3.1775,1.005714286,0.3195,0,1.28675,4.728333333,1.997,1.3598,0.205,3.1775,0,0,0,0,0,0,0,0,0,2.186361233,2.147853201,2.110810753,1.94411616,1.842482913,1.836554292,1.61882291,1.679337216,1.696698977,9.182298143,19.07416895,27.46414,29.11333875,4.021459333,0.004705313,11.24932654,0.8548252,0.63182992,0,0,0,0,0,0,0,0,0.000129618,0.023791183,0.07431012,0.503892119,0.7384531,0.66683978,0.176182067,0,0,0.000129618,0.023791183,0.07431012,0.507827854,0.75279135,0.69179645,0.292501096,0.1561931,0.1561931,0.000324193,0.060919608,0.19304,2.583470123,3.763079,3.1245906,0.734085678,0,0,56.89668743,225.3892326,352.870676,661.7827782,995.3135788,1079.054047,1470.64317,1705.417186,1714.804262
2017-DEH1,2,3,0,19,4,7,23,0,0,2,5,5,24,28,35,58,58,58,12.19884893,9.673920732,11.9161796,14.85618066,20.09249995,18.52018609,18.06846987,14.52249955,14.47249985,0.013483888,1.491217075,5.917023,182.1894898,594.41455,724.0697,1058.156575,1168.668,1168.668,0.01914795,0.35417652,4.53429773,6.27692421,6.27692421,5.728890167,4.427162214,4.8813554,5.514595847,6.0366434,5.676784613,5.635297154,2.5483128,4.76877785,5.2547799,4.043475559,4.3396476,2.851670634,1.890846,1.816015563,2.91429935,1.82983145,3.48955755,1.491504046,1.850073558,3.00378854,1.799228139,1.680863695,1.744746782,2.33548141,1.829831411,3.09373453,115.8876239,158.8628415,206.6014548,178.7627959,139.0646017,147.4045267,166.7965205,225.3108656,230.3706554,0.014068783,0.005165423,0,0.004238433,0.007716634,-0.000730253,0.0040449,-0.005942389,-0.010588059,0.535594335,22.46499516,31.0987514,10.43650293,0.012137236,0.257032842,0.937157096,2.450694485,2.634618477,5.089564917,17.30126325,31.641412,10.6007936,0.041312,1.135579947,7.57897235,23.95191715,25.9648345,0.733333333,6.024079591,18.615915,2.183839868,1.375,4.152499875,6.335300536,25.424633,8.403237,0.733333333,6.325909091,20.98,2.246052632,1.375,4.1525,7.5375,27.655,9.445,0.733333333,6.325909091,20.98,2.246052632,1.375,4.1525,7.5375,27.655,9.445,0,0.301829468,2.364084,0.062212737,0,0,1.202199262,2.2303655,1.0417625,0.777873521,0.992749609,1.231442676,1.09224938,0.893758412,0.935458035,1.032418007,1.324989741,1.350288675,4.532372,2.428806849,0.1606067,2.852429428,4.31677775,1.755596398,1.619823934,0,0.028201655,0,0,0,991.3545276,1799.85302,674.9859504,0,0,0.000148257,0.012230916,0.04393723,0.410278519,0.646416775,0.634666163,0.285276289,0.05839644,0.051358615,0.000148257,0.012230916,0.04393723,0.412045148,0.657839525,0.653181388,0.367105979,0.1836497,0.178007,0.000370807,0.031011771,0.1123293,1.936081866,3.81923675,3.20880425,1.021932164,0.15045075,0.1318233,62.21628067,181.2554849,292.372392,546.2761635,875.7560775,968.8450144,1292.907805,1526.728235,1541.200735
2017-GAH1,0,10,1,27,3,7,28,1,2,0,10,11,38,41,48,76,77,79,10.29683343,13.7047652,16.2414038,15.89953917,17.42250038,16.28256533,18.01086219,17.2150002,17.59999995,0.006093998,0.173165187,0.502945,106.8306865,407.123675,526.5151889,904.8039241,1171.191,1171.191,0.014949345,0.27996325,4.219683811,7.43978028,7.43978028,5.369114163,5.699628656,5.4638239,5.683715961,4.599597875,4.340543656,5.346518334,3.9365403,4.43250745,4.960079275,5.269413775,5.0683682,3.640304744,1.5808807,1.541477589,2.284146252,2.0319181,2.3079494,2.378675034,1.119143969,1.300788613,1.492463366,1.349042264,1.415734715,1.904672967,1.619150847,1.784769623,191.225487,180.5846506,175.7399447,180.7885887,180.8790586,201.4266101,208.2619202,189.4595043,190.0579122,0.00894569,0.03741536,0.05768616,0.041122441,0.067896473,0.071028614,0.019890579,0,0,16.37223921,0.975203916,0.05586761,5.128796237,3.418741795,8.018913872,4.222082317,0.419920093,0.439694172,10.14867068,5.853645838,3.30662221,4.277865703,3.62268464,12.5729896,14.44358107,5.31318919,5.710914045,3.703513125,0.696875,0.59,3.333416889,5.6225,6.801374333,4.991271621,8.16,6.955,4.905,0.696875,0.59,3.505555556,5.6225,7.125555556,5.125172414,8.16,6.955,4.905,0.696875,0.59,3.505555556,5.6225,7.125555556,5.125172414,8.16,6.955,1.201487,0,0,0.172138639,0,0.324181356,0.133900863,0,0,2.307673351,2.254469168,2.230245638,2.255488864,2.255941211,2.358678953,2.392855518,2.298843452,2.301835482,2.628797471,10.96419925,12.87589,5.258983689,0.501670304,0.244914714,0.740135095,0.01533391,0.025731715,0,444.2390527,1779.272413,1743.75127,0,0,1225.071317,1781.178704,6.70E-05,0.001340284,0.003595219,0.306939677,0.617944575,0.599509978,0.484697293,0.3463705,0.34167865,6.70E-05,0.001340284,0.003595219,0.307181788,0.619726875,0.602790756,0.498804307,0.3750989,0.37095195,0.000167585,0.003354113,0.009004244,1.109891944,2.405537,2.288286556,1.680614897,1.063036,1.0452185,60.96935475,199.6952933,304.638838,574.2003895,887.3358445,978.1078996,1290.707729,1548.173936,1557.166436
2017-GAH2,2,13,1,29,4,8,27,1,2,2,15,16,45,49,57,84,85,87,10.92714001,16.84601871,16.0900002,16.70901802,17.9348659,17.69375013,19.64863337,20.0739639,18.69448175,0.007174237,0.735163097,2.524958,120.8177708,405.0035,536.8828375,918.5830963,1132.844,1132.844,0.014001098,0.307706441,4.519760574,7.28863909,7.28863909,5.501226143,6.507410985,4.5121836,5.079627115,5.48646385,5.401356475,6.42941513,6.7755844,6.98782475,5.1002703,6.022338369,4.1032579,2.971891676,1.9151352,1.885768775,2.891355663,3.8932708,4.0812808,1.887043671,1.541812558,2.861954724,1.935224326,1.787241558,1.710757143,2.179869392,3.652702706,2.800379415,134.1763746,131.2804873,151.9950152,172.0414317,172.7072532,172.7144011,146.8642204,117.8070564,115.7520649,-0.079888826,-0.069957891,-0.090017542,-0.030532157,-0.056954503,-0.076429681,-0.038215325,-0.004656865,-0.002347694,3.065001587,1.560375079,19.51476055,7.910080016,4.534295445,3.798107042,1.010462382,-0.005290825,-0.005886222,2.59469357,1.286996549,7.4040872,9.814169694,6.481971635,6.894328701,2.118847766,0,0,2.218571429,3.109830077,21.137791,4.656807412,3.945233,5.99766325,2.929914185,0.36,0.18,2.218571429,3.163846154,21.84,4.786470588,4.165,6.42875,2.93037037,0.36,0.18,2.218571429,3.163846154,21.84,4.786470588,4.165,6.42875,2.93037037,0.36,0.18,0,0.054016054,0.7022087,0.129663152,0.219766925,0.43108675,0.000456169,0,0,1.680918548,1.666439112,1.770011719,1.870243835,1.873572948,1.873608677,1.744357775,1.599071951,1.588797004,2.636230286,5.406738692,0.138675,2.453401091,0.30037987,0.764612917,1.268648805,1.184887,1.684887,0,0,0,0,0,0,0,0,7.89E-05,0.006943706,0.0221285,0.346293861,0.63016205,0.596676838,0.434452481,0.2551263,0.24599225,7.89E-05,0.006943706,0.0221285,0.347105833,0.6357381,0.6053197,0.460593937,0.30388,0.2959912,0.000197292,0.017483201,0.05594253,1.285375998,2.4871055,2.2745655,1.47860237,0.7363515,0.706065,55.06785657,188.3833657,292.560697,556.4040399,870.791059,957.3460598,1277.117107,1533.210411,1541.867911
2017-IAH4,2,6,1,27,5,6,23,0,1,2,8,9,36,41,47,70,70,71,10.91925214,10.63571616,17.04,15.48271662,17.63598758,20.38666427,15.4344098,13.45648625,13.8913802,0.0134995,1.961791345,8.266855,296.2807312,867.91082,1021.285167,1377.586371,1493.168,1493.168,0.0197251,0.414711113,5.511092879,7.58595074,7.58595074,5.511735043,5.137223077,7.2215381,6.228877251,5.83702986,6.456327067,5.336101397,4.0010994,3.9233889,5.142514814,4.73928055,6.3503305,2.979763956,1.57652754,1.953791567,2.799081649,2.996179,2.9547053,2.172065822,2.153739713,0.957061042,1.617736108,1.576527552,1.808145514,2.046753287,2.996178989,2.41882404,186.5136836,207.5487711,204.0023387,173.1286258,118.9205315,106.9667053,79.9025457,86.61406257,84.64030179,-0.078853241,-0.085457885,-0.070454478,-0.082798061,-0.046743755,-0.037731029,-0.026541531,-0.052969772,-0.045175416,3.728567601,4.972892801,0.249268336,0.081887874,0.006629856,0.002715043,0.051167635,0.018939654,0.01666992,4.302729514,7.633530206,3.27142259,0.464980096,0,0,0.15095166,0,0,3.305632571,3.008561682,0.08,2.206410256,1.306,3.763333333,2.703142914,0.715,0.53,3.37,3.183181818,0.08,2.206410256,1.306,3.763333333,2.703142857,0.715,0.53,3.37,3.183181818,0.08,2.206410256,1.306,3.763333333,2.703142857,0.715,0.53,0.064367457,0.174620105,0,0,0,0,0,0,0,2.095537032,2.200712462,2.182980323,2.028611743,1.757571263,1.697802139,1.562481337,1.596038904,1.586170103,3.094405318,2.927870814,8.632636,3.988154962,1.308411976,2.478969752,3.64848646,1.35113795,2.338668,0,0,0,0,0,0,0,0,0.000148417,0.015142468,0.05700653,0.533765346,0.7507071,0.665576717,0.266410367,0.014902105,0.01186645,0.000148417,0.015142468,0.05700653,0.534684254,0.75983024,0.684562117,0.362939091,0.16377085,0.1613875,0.000371236,0.038490838,0.1467398,2.557839669,4.2931924,3.567526,1.016227637,0.03753835,0.029846775,53.26390957,190.5749322,307.077732,592.9546522,927.3692714,1013.512184,1335.128616,1591.657958,1605.549338
