,HI30_GerEme,HI30_EmeEnJ,HI30_EnJFlo,HI30_FloFla,HI30_FlaFlw,HI30_FlwStG,HI30_StGEnG,HI30_EnGMat,HI30_MatHar,CumHI30_GerEme,CumHI30_EmeEnJ,CumHI30_EnJFlo,CumHI30_FloFla,CumHI30_FlaFlw,CumHI30_FlwStG,CumHI30_StGEnG,CumHI30_EnGMat,CumHI30_MatHar,TT_GerEme,TT_EmeEnJ,TT_EnJFlo,TT_FloFla,TT_FlaFlw,TT_FlwStG,TT_StGEnG,TT_EnGMat,TT_MatHar,biomass_GerEme,biomass_EmeEnJ,biomass_EnJFlo,biomass_FloFla,biomass_FlaFlw,biomass_FlwStG,biomass_StGEnG,biomass_EnGMat,biomass_MatHar,yield_FlaFlw,yield_FlwStG,yield_StGEnG,yield_EnGMat,yield_MatHar,Eo_GerEme,Eo_EmeEnJ,Eo_EnJFlo,Eo_FloFla,Eo_FlaFlw,Eo_FlwStG,Eo_StGEnG,Eo_EnGMat,Eo_MatHar,Eos_GerEme,Eos_EmeEnJ,Eos_EnJFlo,Eos_FloFla,Eos_FlaFlw,Eos_FlwStG,Eos_StGEnG,Eos_EnGMat,Eos_MatHar,Es_GerEme,Es_EmeEnJ,Es_EnJFlo,Es_FloFla,Es_FlaFlw,Es_FlwStG,Es_StGEnG,Es_EnGMat,Es_MatHar,ESW_GerEme,ESW_EmeEnJ,ESW_EnJFlo,ESW_FloFla,ESW_FlaFlw,ESW_FlwStG,ESW_StGEnG,ESW_EnGMat,ESW_MatHar,Flow_GerEme,Flow_EmeEnJ,Flow_EnJFlo,Flow_FloFla,Flow_FlaFlw,Flow_FlwStG,Flow_StGEnG,Flow_EnGMat,Flow_MatHar,FlowNO3_GerEme,FlowNO3_EmeEnJ,FlowNO3_EnJFlo,FlowNO3_FloFla,FlowNO3_FlaFlw,FlowNO3_FlwStG,FlowNO3_StGEnG,FlowNO3_EnGMat,FlowNO3_MatHar,Flux_GerEme,Flux_EmeEnJ,Flux_EnJFlo,Flux_FloFla,Flux_FlaFlw,Flux_FlwStG,Flux_StGEnG,Flux_EnGMat,Flux_MatHar,Infiltration_GerEme,Infiltration_EmeEnJ,Infiltration_EnJFlo,Infiltration_FloFla,Infiltration_FlaFlw,Infiltration_FlwStG,Infiltration_StGEnG,Infiltration_EnGMat,Infiltration_MatHar,PotInf_GerEme,PotInf_EmeEnJ,PotInf_EnJFlo,PotInf_FloFla,PotInf_FlaFlw,PotInf_FlwStG,PotInf_StGEnG,PotInf_EnGMat,PotInf_MatHar,PotRunoff_GerEme,PotRunoff_EmeEnJ,PotRunoff_EnJFlo,PotRunoff_FloFla,PotRunoff_FlaFlw,PotRunoff_FlwStG,PotRunoff_StGEnG,PotRunoff_EnGMat,PotRunoff_MatHar,Runoff_GerEme,Runoff_EmeEnJ,Runoff_EnJFlo,Runoff_FloFla,Runoff_FlaFlw,Runoff_FlwStG,Runoff_StGEnG,Runoff_EnGMat,Runoff_MatHar,SW_GerEme,SW_EmeEnJ,SW_EnJFlo,SW_FloFla,SW_FlaFlw,SW_FlwStG,SW_StGEnG,SW_EnGMat,SW_MatHar,T_GerEme,T_EmeEnJ,T_EnJFlo,T_FloFla,T_FlaFlw,T_FlwStG,T_StGEnG,T_EnGMat,T_MatHar,WaterTable_GerEme,WaterTable_EmeEnJ,WaterTable_EnJFlo,WaterTable_FloFla,WaterTable_FlaFlw,WaterTable_FlwStG,WaterTable_StGEnG,WaterTable_EnGMat,CoverGreen_GerEme,CoverGreen_EmeEnJ,CoverGreen_EnJFlo,CoverGreen_FloFla,CoverGreen_FlaFlw,CoverGreen_FlwStG,CoverGreen_StGEnG,CoverGreen_EnGMat,CoverGreen_MatHar,CoverTotal_GerEme,CoverTotal_EmeEnJ,CoverTotal_EnJFlo,CoverTotal_FloFla,CoverTotal_FlaFlw,CoverTotal_FlwStG,CoverTotal_StGEnG,CoverTotal_EnGMat,CoverTotal_MatHar,LAI_GerEme,LAI_EmeEnJ,LAI_EnJFlo,LAI_FloFla,LAI_FlaFlw,LAI_FlwStG,LAI_StGEnG,LAI_EnGMat,LAI_MatHar,CumTT_GerEme,CumTT_EmeEnJ,CumTT_EnJFlo,CumTT_FloFla,CumTT_FlaFlw,CumTT_FlwStG,CumTT_StGEnG,CumTT_EnGMat,CumTT_MatHar
2020-MIH1,2,4,0,20,4,6,15,0,0,2,6,6,26,30,36,51,51,51,10.67491103,12.10634147,8.8578325,13.64797086,14.84803244,14.62891457,14.09842416,11.6492397,12.0536738,0.003156548,0.177518052,0.6280102,129.697413,513.1913,704.5741889,1234.486423,1579.943,1579.943,0.014198742,0.374930978,5.628767045,9.72529744,9.72529744,5.216869088,6.1865452,5.6607644,6.033705643,4.4669044,5.366748211,4.943997768,4.32744475,4.81184675,4.85654485,5.769045636,5.2686019,3.749112495,1.3167302,1.569441378,1.710736348,1.8503124,2.102776,1.979064825,1.914703082,2.943140169,1.654530303,1.219084424,1.531712613,1.416880587,1.850312412,1.981960449,238.5783579,238.3324244,248.057156,253.2074777,254.1709685,225.0290437,177.6536754,156.0347629,151.8012471,-0.099637935,-0.063274578,-0.054138544,-0.047916647,-0.133092229,0.011496223,0.025371138,-0.011279143,0.00276223,1.356947212,2.848593892,4.026668175,4.093156242,2.60254282,0.070385716,0.10617807,0.059117958,0.002657551,10.56330202,5.974538919,6.2862504,6.454308637,3.803304501,0.19273767,0.400483135,0.26871615,0,1.62,2.921146,0.95,3.725682514,2.3610266,0.698888889,2.642898935,1.73,0.22,1.62,2.96,0.95,3.967837838,2.372,0.698888889,2.64516129,1.73,0.22,1.62,2.96,0.95,3.967837838,2.372,0.698888889,2.64516129,1.73,0.22,0,0.038854009,0,0.242155359,0.01097332,0,0.002262348,0,0,2.668350093,2.667120426,2.715744095,2.7414957,2.746313149,2.600603532,2.363726685,2.255632119,2.234464548,4.71186275,7.333005136,2.113,4.252829992,0.158215074,2.692225678,3.476536083,0,0.002627354,0,0,0,0,0,0,0,0,3.47E-05,0.001862069,0.006565181,0.340626193,0.71583884,0.703024678,0.603376245,0.45463295,0.44016335,3.47E-05,0.001862069,0.006565181,0.340667882,0.71637898,0.704573278,0.61357331,0.48164545,0.4689379,8.68E-05,0.004664484,0.01646707,1.330118741,3.1455946,3.035955778,2.412013968,1.5159115,1.4505365,66.42397925,161.5793038,219.258804,450.6338539,744.5751732,830.8023386,1089.365127,1318.22907,1330.282744
2020-MNH1,0,5,1,22,3,3,15,0,0,0,5,6,28,31,34,49,49,49,8.676884689,12.31383731,15.3342441,14.06660649,14.5800182,14.20343217,13.90591654,10.92009135,10.24117135,0.004171607,0.708058411,2.972064,166.5434408,621.79216,835.6599667,1394.616029,1774.329,1774.329,0.013705912,0.368454038,6.055458207,10.9723671,10.9723671,2.998037144,5.800768653,7.2633937,5.515666721,5.86294844,5.2546356,4.8189882,4.49888335,3.864226,2.741246744,5.373789987,6.6716205,3.161542156,1.5665793,1.4238217,1.556765286,1.8018946,1.56543005,2.154056081,2.664742048,1.761926535,1.841587019,1.411867175,1.412821715,1.519373974,1.801894586,1.565430051,198.8689013,217.1059378,216.494711,226.1756497,189.7421595,173.8586156,134.9266137,116.9682344,121.2009082,-0.208832967,-0.153065099,-0.100129942,-0.109456845,-0.162702659,-0.191726636,-0.116032976,-0.165739068,-0.188542888,9.780881551,4.194390174,0.6246475,2.363253293,0.029744259,0.373799785,0.097951994,0.203272737,0.292424074,8.501290384,6.765766904,2.8793826,4.307502269,0,1.498370667,0.472382005,1.873502935,2.7038525,7.985501111,3.6645666,0.18,3.488385128,1.696,5.386904111,2.7055928,11.112564,7.762564,9.558888889,3.774,0.18,3.536923077,1.696,5.673333333,2.708285714,11.175,7.825,9.558888889,3.774,0.18,3.536923077,1.696,5.673333333,2.708285714,11.175,7.825,1.573387782,0.109433467,0,0.04853792,0,0.286429218,0.002692928,0.0624358,0.0624358,2.678189638,2.76937481,2.766318649,2.814723376,2.632555927,2.553138203,2.358478195,2.26868629,2.289849661,1.188178643,1.832004925,3.022536,2.294932892,0.23828414,0.501383876,1.131314371,0,0,0,0,0,0,0,0,0,0,4.59E-05,0.006194839,0.02306772,0.40429623,0.77179914,0.754331411,0.646236091,0.49706465,0.4885859,4.59E-05,0.006194839,0.02306772,0.404441886,0.77291738,0.756893722,0.659809634,0.52832695,0.52097625,0.000114719,0.015598581,0.05834486,1.656894695,3.6940686,3.511134111,2.645459714,1.7183215,1.676526,46.84239344,168.0936235,258.846069,514.2544854,822.0282696,908.5034761,1194.892736,1446.259656,1456.500828
2020-NEH1,0,6,2,32,4,7,29,1,2,0,6,8,40,44,51,80,81,83,9.139326713,13.39887738,19.6999998,17.04977538,16.842409,17.32031734,16.52450343,18.9384632,19.2472938,0.008391285,1.276611237,7.3381725,232.7914494,739.70935,908.7028875,1378.385706,1602.814,1602.814,0.022883438,0.441443734,6.170351352,9.57193266,9.57193266,3.481623963,4.953416878,7.2295372,6.450417423,6.715905225,5.63227065,5.550646071,7.1694571,6.85584265,3.193901138,4.546159111,6.33755815,3.147884394,1.7268431,1.583823213,2.528043638,4.7679972,4.5690424,0.993595847,2.333204731,1.578821639,1.801126266,1.726843075,1.471246538,1.783839477,0.83022217,0.809053468,148.5386801,200.4971199,205.3852975,185.0453354,144.6934721,132.8996742,102.5105863,65.59776269,64.76177554,-0.007395468,-0.155891092,-0.052173738,-0.071621859,-0.076327732,-0.090231903,-0.047564777,0.014346395,0.014910821,-0.000234234,5.850596367,0.446410077,0.487909506,0.041505451,0.333343253,0.089400207,-0.001440673,-0.00155636,0,4.454166072,0.91666765,0.557351883,0,1.0639635,0.280807044,0,0,0.85,5.658488278,0.07,3.195714257,0.9175,5.68396675,1.735294118,0,0,0.85,5.787777778,0.07,3.195714286,0.9175,5.71875,1.735294118,0,0,0.85,5.787777778,0.07,3.195714286,0.9175,5.71875,1.735294118,0,0,0,0.129289522,0,0,0,0.034783425,0,0,0,2.875059089,3.134851274,3.15929219,3.057592353,2.855833032,2.796864042,2.644918599,2.460354487,2.456174546,14.40706375,2.44026087,3.336453,1.752520541,0.9377365,1.443705166,3.036820991,9.574472,10.074471,0,0,0,0,0,0,0,0,9.23E-05,0.011130517,0.05404998,0.501158524,0.7718151,0.720060975,0.415953324,0.1216559,0.1186583,9.23E-05,0.011130517,0.05404998,0.501683029,0.775848625,0.7290267,0.469880826,0.2236826,0.2215836,0.00023076,0.028244963,0.138955,2.17312188,3.89575925,3.42225475,1.484345079,0.3709967,0.34750655,44.744242,180.522439,318.900271,609.7918364,930.1833873,1016.204343,1348.489127,1622.350201,1632.128264
2020-NEH2,0,12,2,34,4,7,28,2,0,0,12,14,48,52,59,87,89,89,9.332710888,13.92133695,18.09977085,17.2149086,18.31750013,15.21810817,16.77177331,5.0623237,6.4703895,0.002679599,2.029826521,11.35828,294.6481867,774.100875,913.8819667,1246.500405,1355.497,1355.497,0.01961252,0.33878679,4.828296534,7.9105964,7.9105964,4.461312363,6.551821691,7.55808155,6.958624326,6.432417325,5.633358567,6.245704289,2.396041075,2.70588825,4.094284575,5.980112278,6.4075686,3.293262587,2.1303713,2.059028133,3.705718943,1.904743725,2.16655905,2.35232045,1.746194882,1.090921505,1.469370226,1.886805316,1.914790882,1.127996471,1.782503206,2.166559065,205.2126738,207.6450318,203.7307753,159.7223399,124.2280569,130.3105579,75.01911225,55.54671138,57.51827714,-0.187967019,-0.129299772,-0.095757395,-0.035267269,-0.061621384,-0.133240464,0.012691403,0.026340991,0.024005061,2.311677083,0.854118726,0.02982531,0.010932367,0.580183003,0.804213034,0.006851923,-0.004489565,-0.002984069,0.738542253,0.305807191,0,0,0.39793125,0.625771522,0,0,0,4.635960125,1.837826087,0.085,1.727948718,8.755,4.97,0.329189189,3.9125,1.64,4.64375,1.837826087,0.085,1.727948718,8.755,4.97,0.329189189,3.9125,1.64,4.64375,1.837826087,0.085,1.727948718,8.755,4.97,0.329189189,3.9125,1.64,0.00778991,0,0,0,0,0,0,0,0,2.353721221,2.365883013,2.346311739,2.126269552,1.948798134,1.979210647,1.702753416,1.605391408,1.61524925,2.058729065,5.496931461,6.717109,7.831258268,0.221835723,0.204519666,15.41515722,24.387275,19.52571,0,0,0,0,0,0,0,0,2.95E-05,0.01468034,0.071674925,0.466294747,0.607496675,0.559068711,0.220911024,0.01002517,0.006582063,2.95E-05,0.014680453,0.071678175,0.470364313,0.62620735,0.585868056,0.298308011,0.124760075,0.12194455,7.37E-05,0.037427502,0.18601235,1.921358377,2.50107375,2.053776889,0.752047399,0.025195275,0.01651012,51.08455613,227.8886672,405.399482,737.5569054,1095.849891,1185.708845,1549.009314,1854.901222,1864.50425
2020-NYH1,2,5,1,30,4,8,21,2,1,2,7,8,38,42,50,71,73,74,13.27565668,10.68994217,12.9246752,15.53301718,17.2666285,15.92922628,14.21961925,15.56365705,15.1600661,0.014607497,1.873316397,6.56778,222.2829868,703.898425,890.6494556,1389.60773,1587.484,1587.484,0.024699303,0.445772081,6.273716235,9.61353107,9.61353107,5.54946865,5.547759895,7.601079,5.756059403,6.18483385,4.841229556,4.568236446,4.343957,3.5035398,5.157087033,5.099397014,6.7156697,2.924434776,1.5580441,1.264206333,2.034470859,3.04584445,2.4859907,1.969702266,1.398236945,0.62351215,1.545928393,1.558044079,1.255336259,1.868455249,1.240781242,1.265778318,195.4847036,190.5515484,183.0260998,173.6220426,138.2346069,124.1156352,84.48498799,59.3649534,58.54503506,-0.055786224,-0.049611848,-0.036677196,-0.105687321,-0.091022123,-0.081331669,-0.033990705,0.003266904,0.004222334,0.056986545,0.003665833,-0.000371367,1.246710576,0.086941366,0.098761743,0.031526593,0.000294789,-4.28E-05,0.676896318,0.048364481,0,0.626183771,0,0.046104522,0.018124211,0,0,1.12,0.968571429,0,3.376814895,0.9375,3.728888889,2.260810784,0.095,0.18,1.12,0.968571429,0,3.378684211,0.9375,3.728888889,2.260810811,0.095,0.18,1.12,0.968571429,0,3.378684211,0.9375,3.728888889,2.260810811,0.095,0.18,0,0,0,0.001869345,0,0,0,0,0,2.164429144,2.139763361,2.102136095,2.055115835,1.878178645,1.807583796,1.609430564,1.48383039,1.479730793,3.927028,8.547604762,16.58034,4.652824448,0.27727263,0.184288125,0.980760112,5.313276,5.813276,0,0,0,0,0,0,0,0,0.000160605,0.014366574,0.0439777,0.48456184,0.7886639,0.7635218,0.410986959,0.081162465,0.07417243,0.000160605,0.014366574,0.0439777,0.485055098,0.791983375,0.7697553,0.466596592,0.19372405,0.1880503,0.000401706,0.036440511,0.1124351,2.139779384,4.043383,3.689223333,1.606695959,0.21168725,0.1926682,54.56186367,194.2742799,301.12671,582.6217898,904.3524453,993.8748196,1319.635522,1576.132185,1583.712218
2020-NYH2,2,4,0,26,5,8,22,0,0,2,6,6,32,37,45,67,67,67,13.27565668,10.63162084,7.88583445,15.20050619,16.01527292,16.37299054,14.64755239,13.96167425,13.2983485,0.007359232,0.793347589,3.3425465,174.883099,604.24802,788.049375,1277.446832,1511.308,1511.308,0.015020052,0.387615311,5.879345279,9.1714404,9.1714404,5.54946865,5.268979828,5.85788265,5.939296508,5.01769398,5.65700085,4.765880062,3.11555575,3.7158513,5.157087033,4.9034992,5.3257786,3.2793634,1.34082036,1.580931688,1.979900035,2.0451284,2.4701511,1.969702266,1.523847243,0.678859137,1.545997024,1.278954694,1.563764053,1.859147894,2.045128388,2.470151057,195.4847036,191.6954083,185.6350279,176.7841056,149.1692013,132.5227739,91.67011264,76.07452364,74.55689824,-0.055786224,-0.051170914,-0.042647098,-0.103898573,-0.113638517,-0.085147408,-0.037199295,-0.023366986,-0.018973968,0.056986545,0.004281043,0.00030163,1.293281261,0.248708612,0.079590789,0.025154034,0.01110616,0.009669067,0.676896318,0.056425228,0,0.632455172,0.1063491,0,0.002082731,0,0,1.12,1.13,0,3.205757389,2.958,2.0075,2.402941147,2,0.1,1.12,1.13,0,3.208888889,2.958,2.0075,2.402941176,2,0.1,1.12,1.13,0,3.208888889,2.958,2.0075,2.402941176,2,0.1,0,0,0,0.003131525,0,0,0,0,0,2.164429144,2.145482669,2.115180776,2.070926156,1.93285163,1.849619495,1.64535618,1.567378234,1.559790109,3.927028,7.375482222,14.08034,5.716432117,0.025762654,0.331031571,0.891625693,0.3438286,0.3544121,0,0,0,0,0,0,0,0,8.09E-05,0.006893161,0.0248511,0.426705613,0.75888968,0.7256737,0.460667712,0.1430161,0.1326916,8.09E-05,0.006893161,0.0248511,0.426993582,0.76136566,0.7307756,0.497915121,0.2287624,0.2201677,0.000202379,0.017372345,0.0629155,1.771456407,3.5568642,3.280199375,1.7818192,0.3860219,0.3559017,54.56186367,178.5264101,272.481426,535.7659458,846.4874146,937.3337499,1241.521193,1483.094157,1489.743331
2020-NYH3,2,4,0,27,5,8,21,0,0,2,6,6,33,38,46,67,67,67,13.27565668,10.54304354,10.0974676,15.38474818,16.10727312,16.25369386,14.52262394,11.07183365,10.9806035,0.009204308,1.074774674,4.2723715,188.0618836,630.16056,820.050075,1313.048103,1535.54,1535.54,0.01629864,0.397373743,6.027034357,9.32939276,9.32939276,5.54946865,5.342714268,7.0503926,5.891005833,5.07491224,5.6258986,4.693952149,4.4705897,4.16565325,5.157087033,4.956440958,6.35675905,3.157829589,1.32908992,1.5395236,1.993629963,3.0522201,2.90338915,1.969702266,1.478715772,0.65510667,1.559536956,1.320292365,1.524695716,1.898719795,3.043198069,2.903389152,195.4847036,191.3378751,184.7052765,175.9240038,146.6026682,129.3905094,89.75677393,69.9863386,68.20916559,-0.055786224,-0.050729586,-0.040208397,-0.10170633,-0.111546188,-0.078131361,-0.036362218,-0.009545937,-0.006235402,0.056986545,0.004069335,2.97E-05,1.291173028,0.25816319,0.070799476,0.028068229,0.005852698,0.00459372,0.676896318,0.053455479,0,0.637875114,0.11673204,0,0.00788283,0,0,1.12,1.070526316,0,3.212244806,2.576,1.95625,2.353714257,1.175,1.705,1.12,1.070526316,0,3.215,2.576,1.95625,2.353714286,1.175,1.705,1.12,1.070526316,0,3.215,2.576,1.95625,2.353714286,1.175,1.705,0,0,0,0.002755224,0,0,0,0,0,2.164429144,2.143694999,2.110532013,2.066625645,1.920018979,1.833958173,1.635789498,1.536937333,1.528051446,3.927028,7.754685263,15.08034,5.324749875,0.077064684,0.323798892,0.816789489,1.5239565,2.1898385,0,0,0,0,0,0,0,0,0.000101217,0.008966097,0.030477635,0.446389001,0.77063946,0.735696413,0.447254051,0.11548535,0.1050505,0.000101217,0.008966097,0.030477635,0.446727854,0.77330628,0.741043663,0.489447931,0.2101631,0.20154765,0.000253119,0.022637753,0.077384305,1.884167032,3.6925328,3.405142,1.744623937,0.30683755,0.27750925,54.56186367,183.7069017,282.5788935,551.150694,862.5946876,953.5874438,1263.135878,1506.552225,1517.532828
2020-OHH1,3,4,1,26,4,6,20,2,2,3,7,8,34,38,44,64,66,68,13.82735363,12.44830815,16.165,16.23362681,16.49700012,16.07375004,14.83491099,16.13750025,16.44000005,0.006056993,0.431253836,1.621561,153.8813679,564.48298,751.539,1214.62311,1494.409,1494.409,0.016381782,0.396979076,5.386536433,8.85293761,8.85293761,6.210087633,5.638044985,6.9015975,5.90136607,5.12022324,4.898306925,4.578078113,3.30143225,3.1754668,5.880418917,5.340150108,6.467443,3.327715415,1.40431056,1.38485565,1.638109087,1.565787,1.54224755,1.847385128,1.459907253,0.820641811,1.76863786,1.269327874,1.331940532,1.622257542,1.565786988,1.542247509,263.4453292,260.3364361,256.0386065,238.5072612,199.3475257,188.511451,152.9041787,115.1044897,116.2493385,-0.038760445,0.053630682,0.07792716,0.022217789,-0.117706229,-0.140391991,-0.066423044,-0.002667288,-0.006726366,0.215423829,0.06261711,0.01736452,0.149694882,0.154935806,0.926472919,0.453800005,-5.52E-06,0.002132737,5.636292508,2.022724788,0.642032675,0.15635055,0,0.597752625,0.390700065,0,0,1.576666667,1.031538462,0.05,2.392424242,3.028,5.16375,2.005283065,2.77,4.22,1.576666667,1.031538462,0.05,2.392424242,3.028,5.16375,2.011612903,2.77,4.22,1.576666667,1.031538462,0.05,2.392424242,3.028,5.16375,2.011612903,2.77,4.22,0,0,0,0,0,0,0.006329852,0,0,2.968491397,2.952946911,2.931457754,2.843801049,2.64800238,2.593821996,2.415785629,2.22678719,2.232511437,3.8542985,6.542497,11.02979,5.421547239,0.624597546,0.306583091,0.423861031,0.6125134,0.3775475,0,0,0,0,0,0,0,0,6.66E-05,0.004373184,0.01628753,0.410064705,0.7583763,0.7283842,0.571660068,0.3741506,0.35884705,6.66E-05,0.004373184,0.01628753,0.410250281,0.76071326,0.73339705,0.594326,0.42302835,0.4099898,0.000166567,0.010984476,0.04105407,1.697841195,3.5604318,3.26571225,2.201018355,1.1718015,1.111395,63.03624167,169.8580155,245.25351,496.0495508,797.5421942,889.2063199,1159.566179,1397.145436,1413.585436
2020-SCH1,2,5,0,29,4,7,25,2,1,2,7,7,36,40,47,72,74,75,11.59013236,13.69890121,13.0815754,16.57823527,17.4170002,19.34694186,19.92504422,20.11987795,20.4809475,0.00533039,0.372563985,1.626086,138.9473008,488.7542,636.3003429,925.840796,1033.819,1033.819,0.013117244,0.326743199,4.05057119,5.81370306,5.81370306,5.125600886,4.414120887,7.3369779,5.910958086,5.07449818,7.157678,6.51461442,7.0436078,6.698449,4.716644414,4.125239507,6.8558118,3.49449896,1.75121348,2.612935157,3.685855396,5.371337,5.1340515,1.143105106,2.488795206,1.541703201,1.998042252,1.542292705,1.85507257,3.029610056,4.655962172,5.134051541,260.5189333,304.720765,290.7229506,232.5488604,193.4847341,181.0219357,152.6503195,146.6919631,145.6402312,0.016493507,0.00475408,0.02134189,0.153522896,0.117368047,0.026905367,0.016146203,0.018722221,0.020542845,3.943476587,24.09388336,7.60041004,1.175213796,1.553772412,0.43665248,0.073226897,-0.013994016,-0.01479616,17.11654987,35.91967279,25.463179,9.174519747,2.919557805,0.732416642,0.363608246,5.72E-07,4.71E-07,4.184285714,7.870106667,0,2.144857143,7.3048176,0.35,3.91080004,2.405,3.79,4.184285714,8.854666667,0,2.144857143,7.594,0.35,3.9108,2.405,3.79,4.184285714,8.854666667,0,2.144857143,7.594,0.35,3.9108,2.405,3.79,0,0.984559877,0,0,0.2891826,0,0,0,0,3.395616072,3.616625225,3.546636173,3.255765705,3.060445081,2.998131079,2.856273004,2.82648123,2.821222573,6.852170056,0.669753705,3.153301,2.751442644,0.50925358,2.279642001,2.234205222,0.3357436,0.4872532,1738.642685,872.1900957,600.404347,1523.752951,1799.194592,1799.838111,1799.994189,1799.999993,5.86E-05,0.003623857,0.01346466,0.359958597,0.62031952,0.5592043,0.273112077,0.076536305,0.07315482,5.86E-05,0.003623857,0.01346466,0.360448028,0.62500308,0.568685343,0.317773396,0.1488209,0.1459379,0.000146586,0.009095821,0.03389033,1.340281041,2.50122,2.204230143,0.903971432,0.19907625,0.1899219,49.10172186,180.3976554,280.918032,556.7294081,880.5526908,973.5171673,1273.12936,1520.579687,1530.82016
2020-TXH1,4,9,0,27,3,7,30,1,2,4,13,13,40,43,50,80,81,83,14.68351602,12.78446917,5.7972222,13.89253402,16.4178164,17.6659617,18.73003368,17.4349995,17.42999985,0.02163544,1.681790825,5.733519,286.9932931,878.95175,1069.163288,1574.1704,1808.718,1808.718,0.025571103,0.508452521,6.602189929,10.28417829,10.28417829,3.33081374,3.24657155,0.8903359,4.77319827,5.582595475,5.233666975,6.700371893,3.9790516,4.0643377,3.1160203,3.000942915,0.7748935,1.996482919,1.275972575,1.232248688,2.693261907,2.5383522,2.63336785,1.565252529,1.949430764,0.774893508,1.785494752,1.242641416,1.209155768,1.273000523,1.923011297,1.980020695,131.0354223,156.3182528,184.0929347,150.4887407,136.5382737,124.2463481,98.58873754,136.2763144,140.7477803,-0.108402397,-0.159583044,-0.191817537,-0.125199673,-0.211572915,-0.157491758,-0.09115572,-0.215763521,-0.21910314,0.003259647,2.779632547,6.704594441,1.041760937,1.148383917,0.372408514,0.26007659,1.159445334,1.040611679,0,3.195118351,6.5661536,1.870271318,3.812153163,1.905524669,2.527601075,23.473101,20.7449235,0.64,4.7065917,15.150253,3.424302791,4.914773,4.76551325,3.820522433,20.413438,15.8223855,0.64,4.861,16.03,3.466744186,5.12,4.79625,4.692666667,38.71,25.09,0.64,4.861,16.03,3.466744186,5.12,4.79625,4.692666667,38.71,25.09,0,0.154408375,0.8797475,0.042441398,0.205227075,0.030736788,0.872144167,18.29656,9.2676138,3.03221272,3.158626875,3.297500301,3.129479319,3.059726977,2.998267346,2.869979303,3.058417157,3.080774499,8.0146384,4.456863,0,1.918556682,0.751199948,1.283946339,7.099356314,0.03407799,0.038547625,0,0,0,0,0,0,0,0,0.000237848,0.015984878,0.05197135,0.553804514,0.86237755,0.8218143,0.456618116,0.07307615,0.063986635,0.000237848,0.015984878,0.05197135,0.554848803,0.868933775,0.834045688,0.538784757,0.2426288,0.23576395,0.000594974,0.0406499,0.1334264,2.98670746,5.3196935,4.576794125,1.970286503,0.1897097,0.1654317,58.82097,216.1715644,330.18822,610.7205419,946.6209105,1037.206564,1362.578485,1643.127238,1651.839738
2020-TXH2,4,9,0,26,4,7,29,1,2,4,13,13,39,43,50,79,80,82,14.68351602,13.15221901,10.4176127,13.72253752,16.63525332,18.47428567,18.58536707,20.0299997,19.68999955,0.02255282,1.532669579,5.744674,258.6445388,834.318,1028.450886,1526.881567,1783.75,1783.75,0.01950249,0.466786551,6.492353331,10.17657689,10.17657689,3.33081374,3.370404958,2.5167192,4.780627198,5.04781242,5.729459771,6.658877617,2.8526342,3.4652771,3.11628856,3.115682947,2.2075124,2.047267205,1.14737666,1.357273614,2.70738096,1.7692735,2.184462,1.565236617,2.010642829,2.207512442,1.84154406,1.117520978,1.357273609,1.205075369,1.769273457,1.864531892,131.0341261,154.8478582,169.7241281,151.3931985,133.7965682,122.4354741,99.51904299,68.76030694,94.03105241,-0.108403347,-0.157879992,-0.189516393,-0.117844397,-0.223647115,-0.155679825,-0.09437478,-0.015095558,-0.050207146,0.003280854,2.572829943,3.303073413,1.06168828,1.178458574,0.257761253,0.234015708,0.000767492,0.509392262,0,3.016124092,2.8559132,1.709588133,3.668342264,0.945866839,1.418614829,0,9.24795495,0.64,4.156896684,15.93,3.187521905,6.7681084,3.204285714,2.500184467,4.01,28.563498,0.64,4.273157895,15.93,3.211190476,6.93,3.204285714,2.548333333,4.01,31.88,0.64,4.273157895,15.93,3.211190476,6.93,3.204285714,2.548333333,4.01,31.88,0,0.116261263,0,0.023668598,0.16189166,0,0.04814887,0,3.316502,3.032206252,3.1512749,3.225656265,3.134001607,3.04601846,2.989212985,2.874630829,2.720837151,2.847190878,8.0148816,4.691457601,0.07809729,1.950545706,0.205914033,1.665291857,7.31197288,9.397733,4.71729045,0,0,0,0,0,0,0,0,0.000247927,0.014688159,0.05186775,0.528217014,0.86316812,0.811661529,0.47673126,0.1058234,0.095524835,0.000247927,0.014688159,0.05186775,0.529094145,0.868874,0.823239729,0.550694483,0.2603923,0.2525196,0.000620203,0.037306604,0.1331532,2.786233533,5.1956852,4.506254571,2.02558201,0.2796299,0.2511631,58.82097,210.1706877,324.390998,589.4336757,922.2264672,1010.72837,1325.200084,1606.342239,1616.017239
